conversion_id,campaign_id,customer_id,conversion_date,conversion_type,conversion_value,attribution_model,time_to_convert_days
7089,392,49002,2025-09-11,Sign Up,1763971.17,Linear,14
7090,305,48895,2024-09-26,Sign Up,2432810.32,First Click,19
7091,250,25083,2024-10-29,Add to Cart,158711.46,Last Click,62
7092,292,27797,2025-08-27,Sign Up,805598.04,Time Decay,68
7093,131,32802,2025-06-06,Contact,2876529.11,Last Click,40
7094,442,42653,2024-02-12,Sign Up,917640.96,Last Click,54
7095,33,33182,2024-07-01,Sign Up,2904343.19,Linear,1
7096,135,49509,2024-12-17,Download,1537018.83,Last Click,3
7097,257,18800,2025-07-20,Contact,1225417.08,Time Decay,61
7098,11,24853,2025-02-23,Add to Cart,2451202.6,Time Decay,37
7099,251,40008,2025-10-08,Purchase,2314404.21,Linear,40
7100,263,9143,2024-10-17,Sign Up,1439387.92,Last Click,74
7101,328,21835,2024-07-21,Contact,2233707.69,Last Click,57
7102,431,25893,2025-09-29,Sign Up,2668608.33,Last Click,36
7103,9,57802,2025-10-24,Purchase,1632532.45,Time Decay,7
7104,413,26768,2025-01-27,Download,2656171.65,Time Decay,11
7105,382,11883,2023-12-30,Sign Up,,Time Decay,42
7106,493,7123,2024-12-29,Add to Cart,605745.23,First Click,58
7107,344,2127,2025-06-22,Download,2125501.51,Last Click,53
7108,178,18313,2024-05-23,Add to Cart,2518153.59,Last Click,52
7109,250,56749,2024-10-13,Purchase,562895.56,Last Click,3
7110,380,30154,2025-03-07,Download,2144815.42,Last Click,41
7111,105,23452,2024-08-01,Add to Cart,1056376.37,Time Decay,26
7112,23,34364,2025-07-18,Download,,Last Click,90
7113,127,34154,2025-08-06,Download,2668536.46,First Click,66
7114,315,3085,2024-03-29,Sign Up,2675785.94,Last Click,23
7115,117,42559,2025-06-11,Download,2341191.05,Linear,20
7116,139,4684,2024-05-12,Download,2828475.28,Time Decay,23
7117,413,29604,2024-02-17,Purchase,453832.91,Last Click,38
7118,308,40981,2023-12-21,Download,558109.68,Last Click,59
7119,490,44714,2023-11-30,Add to Cart,2388530.5,First Click,24
7120,430,22053,2024-07-27,Add to Cart,1678312.59,Last Click,60
7121,431,16537,2024-09-11,Download,1825516.93,Time Decay,37
7122,283,3393,2024-07-22,Sign Up,2224042.59,Linear,68
7123,178,48788,2025-07-30,Sign Up,2918270.46,Last Click,28
7124,38,16608,2024-05-13,Contact,427432.78,Time Decay,78
7125,20,36235,2024-12-03,Download,1938759.34,Linear,26
7126,480,1674,2024-10-15,Download,2376696.42,Last Click,56
7127,108,541,2025-01-08,Contact,1452265.77,Linear,13
7128,331,57645,2025-05-26,Purchase,992788.8,Last Click,66
7129,67,19126,2024-10-09,Sign Up,697870.59,First Click,30
7130,469,15151,2025-09-30,Contact,1789378.22,Last Click,4
7131,266,10392,2023-11-21,Download,1153348.51,Linear,34
7132,285,55016,2025-05-12,Add to Cart,999679.17,Last Click,30
7133,419,10389,2025-02-04,Add to Cart,1569949.18,Time Decay,76
7134,353,49368,2025-04-12,Contact,,First Click,81
7135,373,454,2025-07-07,Purchase,1192262.36,Linear,30
7136,316,23171,2024-04-24,Sign Up,1811525.48,Linear,42
7137,426,38991,2025-09-16,Download,1085424.98,Linear,70
7138,91,49083,2025-01-02,Download,392483.32,First Click,24
7139,255,42965,2025-01-24,Download,2922818.63,Linear,57
7140,475,42022,2024-10-04,Sign Up,155730.06,Time Decay,48
7141,283,12928,2024-04-02,Add to Cart,426328.14,Linear,82
7142,189,26780,2025-06-08,Purchase,2920990.76,First Click,75
7143,462,28099,2024-10-29,Purchase,2876920.76,Linear,3
7144,152,31602,2024-08-26,Purchase,2524568.19,Last Click,4
7145,52,3317,2025-03-07,Sign Up,2248153.29,Linear,52
7146,464,55894,2023-11-21,Purchase,2882373.36,Time Decay,44
7147,26,52011,2024-07-27,Purchase,1105115.25,Last Click,12
7148,11,37659,2025-08-18,Purchase,1781253.6,Linear,90
7149,12,18372,2025-07-26,Sign Up,928514.61,First Click,76
7150,197,43292,2025-01-16,Download,2429078.47,Time Decay,26
7151,242,52219,2025-08-27,Contact,1519695.79,Last Click,55
7152,191,22246,2025-09-16,Sign Up,2713714.66,First Click,60
7153,485,57959,2025-04-19,Purchase,1744700.07,First Click,18
7154,146,35401,2025-07-02,Add to Cart,473971.96,Linear,56
7155,139,38680,2024-04-09,Sign Up,208170.03,Last Click,9
7156,253,14455,2025-02-26,Purchase,2500999.93,Last Click,10
7157,424,27297,2024-02-17,Purchase,743780.75,Time Decay,73
7158,458,45207,2024-02-27,Sign Up,90401.82,Time Decay,55
7159,75,48706,2025-07-26,Purchase,2240282.09,Time Decay,34
7160,440,46296,2023-12-20,Purchase,1327228.65,Time Decay,27
7161,488,53699,2024-04-22,Purchase,2766137.63,Linear,16
7162,447,32502,2024-08-22,Contact,2523592.95,Linear,34
7163,259,28075,2025-04-01,Contact,475408.85,Linear,9
7164,229,52606,2025-06-04,Purchase,1984331.57,First Click,50
7165,493,4777,2024-02-27,Contact,420885.34,Time Decay,48
7166,495,54356,2024-08-31,Contact,984676.84,Time Decay,58
7167,432,28685,2025-01-22,Contact,123657.16,First Click,15
7168,32,35471,2023-12-13,Purchase,1770062.94,Linear,88
7169,105,1794,2025-06-26,Download,50948.86,Last Click,32
7170,343,44390,2025-06-02,Contact,1972384.95,Last Click,59
7171,87,15863,2024-09-27,Contact,2893073.34,Last Click,55
7172,299,34793,2025-10-26,Purchase,1654488.85,Time Decay,87
7173,469,21055,2024-06-11,Add to Cart,2611337.75,First Click,28
7174,30,20729,2024-08-29,Sign Up,2086807.94,First Click,33
7175,171,38609,2024-12-03,Contact,2199958.69,Last Click,83
7176,222,20222,2025-03-13,Download,2330535.09,First Click,19
7177,434,32972,2023-12-29,Download,836694.69,Last Click,78
7178,321,50532,2024-03-14,Add to Cart,1981242.7,Last Click,1
7179,370,6294,2025-04-26,Purchase,2627593.55,First Click,12
7180,436,57635,2024-04-01,Download,,Time Decay,36
7181,190,13900,2024-03-16,Add to Cart,1857695.88,Last Click,2
7182,438,16272,2023-11-11,Download,1126807.21,Time Decay,12
7183,63,31253,2025-10-08,Download,730259.0,Linear,39
7184,500,34746,2024-06-29,Contact,1352380.49,Time Decay,54
7185,280,26331,2025-07-25,Contact,1355505.05,Linear,35
7186,156,40716,2024-11-28,Sign Up,1211381.2,Linear,65
7187,224,3838,2025-05-26,Purchase,2409654.02,Time Decay,74
7188,380,2815,2024-08-30,Contact,1099400.33,First Click,74
7189,132,54406,2025-04-17,Purchase,2006416.27,Last Click,17
7190,230,1810,2024-06-20,Purchase,696591.09,Time Decay,81
7191,282,27161,2023-12-22,Download,1879600.48,First Click,48
7192,254,49529,2025-05-05,Sign Up,1518517.55,Last Click,4
7193,336,46414,2025-06-14,Contact,1660126.17,First Click,40
7194,173,40291,2023-12-02,Download,96784.81,Last Click,48
7195,415,19055,2024-01-17,Contact,2459383.89,Linear,34
7196,17,13138,2025-06-08,Add to Cart,2844264.84,Linear,16
7197,340,26015,2024-08-04,Sign Up,1599306.86,First Click,33
7198,19,16592,2024-12-12,Sign Up,2919329.73,First Click,59
7199,83,35860,2025-07-04,Sign Up,86554.3,Last Click,55
7200,469,6342,2024-05-18,Sign Up,1103266.46,First Click,27
7201,189,20288,2024-04-23,Download,2629703.42,Time Decay,68
7202,222,9784,2024-07-24,Purchase,1716985.38,Last Click,90
7203,303,21103,2025-06-25,Contact,1797818.78,First Click,20
7204,355,17622,2025-06-01,Sign Up,2103144.27,Last Click,37
7205,361,22033,2024-07-20,Purchase,1031674.82,Last Click,41
7206,493,21284,2025-10-11,Purchase,2490128.78,Last Click,68
7207,141,1739,2023-12-27,Contact,,Linear,71
7208,360,26868,2025-06-22,Add to Cart,1218737.2,Linear,35
7209,237,7100,2025-02-04,Contact,1504436.84,Linear,68
7210,194,26870,2025-03-16,Contact,1723198.82,First Click,72
7211,274,15655,2024-07-10,Download,2766297.01,Linear,11
7212,464,3520,2025-02-15,Sign Up,152417.28,First Click,76
7213,37,8309,2025-04-11,Add to Cart,2514587.98,Time Decay,89
7214,155,46120,2025-05-27,Download,2540072.93,First Click,4
7215,187,51461,2025-03-17,Contact,1023855.53,First Click,66
7216,198,28380,2024-04-12,Add to Cart,2566924.59,Last Click,47
7217,227,48782,2024-02-27,Download,2417253.52,First Click,80
7218,220,21034,2024-08-24,Sign Up,2022589.81,Time Decay,0
7219,19,56028,2024-08-01,Contact,2999144.02,Linear,64
7220,314,39667,2024-01-27,Add to Cart,1932909.13,Last Click,59
7221,74,51194,2023-11-26,Purchase,2612965.19,First Click,33
7222,55,14440,2025-08-27,Contact,2541540.43,Last Click,31
7223,146,31654,2025-02-12,Sign Up,1256939.22,Linear,57
7224,191,22621,2024-09-05,Add to Cart,779483.21,Linear,65
7225,132,54698,2025-08-26,Contact,2341392.21,Time Decay,22
7226,373,22039,2025-05-09,Download,1040746.37,First Click,38
7227,279,57264,2025-07-20,Contact,2460830.14,Linear,4
7228,213,8035,2024-01-25,Download,2088040.37,Linear,86
7229,220,22185,2025-02-06,Download,1668382.26,Time Decay,67
7230,455,7580,2023-12-31,Sign Up,287273.53,Last Click,8
7231,274,56428,2024-01-01,Download,2865059.95,Linear,86
7232,196,972,2025-01-31,Download,2021919.91,First Click,43
7233,454,40189,2024-05-09,Sign Up,2927734.93,Last Click,86
7234,38,21092,2024-09-26,Purchase,2421528.72,Last Click,34
7235,90,1604,2025-02-22,Add to Cart,1200633.84,First Click,19
7236,454,12711,2024-09-28,Download,1044448.82,Linear,62
7237,295,12234,2024-04-05,Download,184096.71,Linear,23
7238,11,18268,2025-07-19,Sign Up,2293496.02,Last Click,60
7239,19,12901,2025-09-24,Purchase,1689176.85,Time Decay,66
7240,388,11095,2025-07-08,Contact,367133.68,First Click,6
7241,497,57314,2025-02-18,Sign Up,2942767.35,Last Click,15
7242,449,54258,2024-08-01,Download,2666678.45,First Click,1
7243,191,21666,2024-04-02,Add to Cart,2599901.18,Last Click,40
7244,427,36651,2024-05-27,Sign Up,877984.51,Linear,32
7245,374,31224,2025-10-15,Purchase,1920669.34,Time Decay,8
7246,490,26427,2024-01-25,Download,1248168.44,First Click,51
7247,362,23497,2025-07-20,Contact,2806882.04,Linear,77
7248,214,49820,2025-08-14,Contact,2712249.47,Linear,18
7249,305,26479,2025-11-07,Download,1919191.56,Linear,26
7250,136,46405,2024-01-06,Download,1181895.81,Linear,7
7251,133,12727,2024-02-29,Sign Up,59666.9,Time Decay,24
7252,118,504,2025-08-27,Purchase,178220.63,Time Decay,49
7253,387,13132,2025-02-08,Download,1307843.47,Time Decay,38
7254,262,30573,2025-03-07,Add to Cart,105789.47,Time Decay,89
7255,307,11319,2024-04-20,Sign Up,901127.56,First Click,88
7256,207,13518,2024-05-02,Add to Cart,1906746.68,First Click,49
7257,332,25359,2025-02-25,Contact,1761829.31,First Click,62
7258,129,19094,2023-11-16,Contact,175007.72,Last Click,4
7259,211,65,2025-08-30,Contact,1576385.61,Last Click,62
7260,499,27345,2025-02-20,Contact,958427.33,Time Decay,0
7261,398,4073,2024-08-16,Sign Up,1208744.87,Linear,85
7262,8,56395,2024-04-25,Purchase,2797177.09,Last Click,33
7263,339,40788,2024-06-08,Download,1181750.61,First Click,82
7264,340,25100,2024-10-06,Download,2297620.32,Last Click,52
7265,342,27379,2025-07-15,Add to Cart,2902121.1,Linear,75
7266,380,57557,2024-09-04,Sign Up,1967336.48,Linear,55
7267,419,14869,2025-02-17,Sign Up,1965529.75,First Click,43
7268,418,29486,2024-11-04,Contact,404152.13,Time Decay,27
7269,60,54439,2024-09-18,Sign Up,2797049.29,Linear,20
7270,116,37753,2025-01-23,Download,379516.73,Time Decay,30
7271,130,33744,2025-02-19,Download,1280616.49,Time Decay,21
7272,335,10486,2025-09-17,Download,2719593.31,Time Decay,17
7273,266,30236,2025-08-28,Contact,785617.47,Linear,8
7274,18,40664,2025-04-12,Contact,1540105.67,Linear,34
7275,341,962,2025-04-30,Contact,159277.59,Last Click,57
7276,499,37620,2024-05-24,Purchase,1716346.67,Linear,35
7277,331,12747,2024-12-30,Purchase,378100.78,Last Click,3
7278,112,25622,2025-04-24,Download,1235362.04,Last Click,48
7279,15,50014,2025-06-01,Contact,2713775.64,Linear,61
7280,142,52758,2025-02-05,Sign Up,2648832.82,Linear,52
7281,72,5567,2024-05-08,Purchase,1444555.23,Linear,51
7282,445,7988,2024-12-24,Sign Up,2907039.35,First Click,73
7283,417,3499,2024-02-29,Download,2627746.97,First Click,24
7284,106,47786,2025-07-21,Sign Up,2550608.22,First Click,18
7285,437,46645,2025-07-20,Contact,1263900.78,Linear,3
7286,488,30447,2025-02-18,Purchase,317556.31,First Click,34
7287,85,23813,2025-07-29,Purchase,1107956.24,Time Decay,55
7288,267,8832,2024-09-01,Add to Cart,1645367.02,Time Decay,61
7289,30,31195,2024-02-25,Purchase,2369097.92,Last Click,56
7290,326,36950,2025-10-13,Contact,1724143.01,First Click,23
7291,99,15171,2024-01-20,Add to Cart,1933049.4,First Click,44
7292,321,57455,2025-02-21,Download,1469796.82,First Click,49
7293,83,30770,2025-06-16,Add to Cart,440181.45,First Click,15
7294,439,35125,2025-02-23,Sign Up,1090062.65,Linear,37
7295,280,37438,2024-03-07,Contact,2570729.92,Last Click,33
7296,283,6305,2025-05-12,Add to Cart,338876.92,First Click,17
7297,303,5780,2024-08-15,Purchase,2370608.53,Time Decay,31
7298,432,34285,2024-08-27,Add to Cart,610429.25,Time Decay,5
7299,75,33273,2024-01-28,Contact,326389.67,Last Click,58
7300,308,19326,2025-05-28,Purchase,,First Click,7
7301,227,48544,2024-02-16,Contact,2045302.76,Linear,47
7302,57,298,2023-11-24,Download,456648.35,Time Decay,36
7303,160,30413,2025-06-22,Purchase,2843048.25,Linear,42
7304,67,33438,2024-11-12,Purchase,1583699.0,Time Decay,83
7305,273,31504,2025-05-26,Contact,900406.37,Linear,80
7306,468,54779,2024-01-07,Add to Cart,851025.55,Time Decay,54
7307,477,17897,2024-05-30,Contact,927543.7,Linear,24
7308,338,36879,2025-08-17,Add to Cart,2488654.97,Time Decay,21
7309,332,9560,2023-12-15,Contact,1372482.2,Time Decay,18
7310,439,13847,2025-07-09,Contact,2979859.01,Linear,68
7311,342,57645,2025-01-07,Add to Cart,1576532.49,Linear,42
7312,99,11306,2025-11-01,Sign Up,746192.36,Time Decay,87
7313,170,16125,2025-04-27,Sign Up,499077.59,Linear,49
7314,491,47687,2025-03-11,Contact,412108.38,Linear,8
7315,495,28110,2024-10-14,Add to Cart,1080799.48,Time Decay,6
7316,9,46596,2024-03-07,Add to Cart,900185.66,Time Decay,80
7317,176,22032,2024-07-09,Contact,,Last Click,45
7318,181,15727,2025-07-18,Contact,2786932.47,First Click,70
7319,99,42126,2025-08-16,Add to Cart,1381786.19,Time Decay,45
7320,140,29314,2025-10-19,Purchase,2012881.67,Last Click,36
7321,359,920,2024-09-15,Add to Cart,1929437.09,Time Decay,61
7322,342,15929,2024-08-24,Contact,1373217.55,Last Click,28
7323,499,24749,2024-05-18,Sign Up,1206698.5,First Click,52
7324,439,38067,2024-03-24,Sign Up,2471321.81,Time Decay,54
7325,145,1818,2025-07-04,Contact,,First Click,12
7326,332,38111,2024-07-01,Contact,744310.28,Linear,3
7327,139,25664,2025-08-22,Sign Up,1649772.3,First Click,88
7328,410,7180,2025-10-26,Contact,320567.81,Linear,65
7329,22,59094,2024-09-12,Add to Cart,2909396.41,Last Click,54
7330,16,21419,2024-10-09,Contact,2718520.44,First Click,49
7331,84,57837,2025-08-29,Download,938830.82,Last Click,55
7332,48,18979,2025-04-28,Add to Cart,1093805.83,Linear,35
7333,78,19543,2023-12-22,Contact,2726331.5,First Click,41
7334,21,51542,2024-01-16,Purchase,2612575.5,Last Click,44
7335,408,15371,2025-09-11,Sign Up,2823599.18,Linear,53
7336,355,35080,2025-03-10,Contact,1154293.58,First Click,9
7337,208,36882,2024-01-20,Download,901407.8,Time Decay,30
7338,305,2493,2025-10-12,Add to Cart,1050926.75,Linear,22
7339,12,57436,2025-10-05,Purchase,2056475.28,First Click,36
7340,288,11106,2025-02-24,Sign Up,319223.21,Time Decay,5
7341,157,38016,2025-02-11,Contact,1685993.55,First Click,31
7342,492,18796,2024-06-22,Sign Up,1056882.52,Time Decay,86
7343,39,43713,2024-04-25,Add to Cart,2722694.49,First Click,65
7344,357,3911,2024-05-17,Add to Cart,1218620.08,First Click,90
7345,7,32627,2024-07-06,Add to Cart,1923841.1,Last Click,75
7346,236,8607,2024-06-20,Add to Cart,1342053.58,Linear,64
7347,278,3527,2024-06-23,Add to Cart,1061621.23,Linear,9
7348,389,26474,2025-08-28,Purchase,1500250.43,First Click,20
7349,404,38554,2025-10-18,Download,1666295.96,Last Click,60
7350,57,11822,2023-11-20,Add to Cart,2370320.33,Linear,17
7351,162,34238,2023-12-04,Add to Cart,1945473.58,Last Click,60
7352,346,36357,2024-06-25,Purchase,1904315.07,Linear,45
7353,94,1669,2025-01-04,Add to Cart,631608.97,Last Click,6
7354,217,30907,2024-07-01,Purchase,634456.71,First Click,76
7355,356,36143,2025-07-12,Purchase,1118271.0,Time Decay,48
7356,5,33235,2024-12-25,Purchase,1073514.03,First Click,83
7357,398,16822,2024-07-30,Add to Cart,2150399.09,First Click,8
7358,254,14980,2024-07-04,Purchase,615950.02,First Click,14
7359,352,35520,2025-03-23,Sign Up,722044.22,Last Click,79
7360,110,26627,2025-02-10,Contact,2932836.35,First Click,81
7361,260,20334,2024-06-12,Add to Cart,171442.97,Time Decay,50
7362,190,52891,2025-10-16,Download,2078557.69,Linear,61
7363,99,2314,2024-07-05,Purchase,2017520.66,Last Click,17
7364,238,47143,2025-11-04,Purchase,1865448.13,Last Click,27
7365,462,12294,2024-07-03,Purchase,114964.99,Last Click,70
7366,101,47378,2024-11-06,Sign Up,2281043.79,First Click,30
7367,346,18285,2024-11-14,Download,2842019.57,Last Click,69
7368,305,25892,2024-10-01,Download,2910826.96,First Click,73
7369,488,52262,2025-05-18,Download,293827.22,Last Click,78
7370,420,6990,2025-09-21,Contact,1923833.41,First Click,84
7371,493,17703,2024-07-24,Contact,913120.81,Time Decay,11
7372,131,54201,2024-05-21,Purchase,732195.44,Linear,29
7373,347,46748,2024-07-03,Add to Cart,2830571.62,Time Decay,72
7374,123,55986,2025-06-10,Add to Cart,,First Click,2
7375,47,40210,2024-03-23,Download,2451507.34,Time Decay,60
7376,499,49679,2023-11-12,Download,1382273.25,Time Decay,81
7377,229,56519,2025-10-02,Download,1104736.8,Linear,82
7378,371,58030,2024-05-07,Download,2971264.05,Linear,86
7379,145,20570,2024-05-08,Contact,2383852.31,Time Decay,71
7380,445,37713,2024-01-06,Add to Cart,618508.59,Linear,25
7381,367,39867,2025-09-14,Contact,1099306.33,Linear,1
7382,379,48724,2025-04-29,Contact,1526601.91,Time Decay,60
7383,465,5856,2024-07-27,Download,315643.59,Linear,77
7384,460,3001,2024-05-22,Download,2878909.67,First Click,10
7385,403,44103,2025-05-02,Contact,1949185.69,Last Click,1
7386,487,21994,2025-10-17,Contact,2122268.06,First Click,81
7387,68,7292,2025-06-09,Sign Up,2193369.02,Linear,49
7388,421,28551,2024-11-02,Sign Up,,Time Decay,17
7389,41,11410,2025-01-07,Sign Up,1614370.79,Time Decay,40
7390,227,53936,2024-11-01,Add to Cart,2003335.46,Last Click,71
7391,74,58690,2025-10-02,Sign Up,2591776.9,Time Decay,52
7392,120,21724,2024-05-16,Download,583454.07,Linear,25
7393,132,18405,2025-09-10,Contact,2376474.26,Last Click,16
7394,104,56944,2024-09-17,Download,2314131.14,Last Click,52
7395,272,8085,2025-09-16,Contact,1298600.45,Linear,48
7396,285,31186,2024-11-20,Sign Up,2361771.73,Last Click,62
7397,304,1994,2023-12-28,Download,985728.74,Time Decay,27
7398,48,7167,2024-02-23,Contact,537428.43,Last Click,14
7399,395,20586,2025-09-14,Purchase,2522163.62,Time Decay,53
7400,92,10633,2025-03-17,Sign Up,173744.81,Linear,84
7401,436,10584,2025-09-12,Sign Up,1211112.7,Last Click,88
7402,322,29696,2024-04-07,Add to Cart,171560.88,Linear,87
7403,264,47182,2024-09-16,Contact,572807.96,Last Click,32
7404,498,57032,2024-06-27,Download,1511944.61,Time Decay,86
7405,234,10347,2024-10-11,Contact,81911.49,Linear,15
7406,320,27764,2025-05-23,Contact,1730902.97,Time Decay,55
7407,368,19577,2025-08-22,Download,654344.7,Linear,3
7408,178,51791,2025-06-01,Contact,1224317.6,Time Decay,0
7409,447,11096,2025-02-28,Add to Cart,900814.66,Last Click,46
7410,25,3745,2024-07-05,Download,460948.91,Linear,50
7411,119,34184,2025-09-16,Add to Cart,2168498.22,First Click,28
7412,94,1055,2023-12-20,Download,942037.71,Time Decay,34
7413,58,14187,2025-09-05,Add to Cart,1806431.07,First Click,62
7414,396,12006,2024-01-30,Purchase,649042.37,Time Decay,79
7415,215,32339,2024-10-29,Sign Up,2814383.49,Last Click,61
7416,232,47853,2023-11-30,Purchase,1085326.47,First Click,82
7417,36,4493,2024-01-21,Purchase,2044770.22,First Click,78
7418,4,21942,2025-11-03,Purchase,2063955.01,Last Click,37
7419,94,4172,2024-07-23,Download,2639796.15,First Click,26
7420,136,50939,2024-06-27,Sign Up,711523.07,Time Decay,2
7421,114,13640,2025-02-25,Contact,2912633.71,Linear,44
7422,402,11684,2024-06-12,Sign Up,1116965.74,Linear,51
7423,386,29016,2025-07-31,Add to Cart,433036.43,Time Decay,19
7424,315,19027,2024-08-06,Add to Cart,347005.94,First Click,11
7425,399,24168,2025-06-30,Purchase,2836620.02,Time Decay,4
7426,341,2315,2024-09-18,Sign Up,2752834.92,Linear,19
7427,498,13708,2025-01-30,Download,1059749.68,Last Click,46
7428,390,29128,2024-10-04,Purchase,1919915.31,Last Click,66
7429,369,47162,2024-05-09,Add to Cart,1981093.67,Linear,49
7430,324,51889,2023-12-01,Contact,1927853.62,Last Click,23
